hub_id,in_degree,out_degree,betweenness_centrality,clustering_coefficient,pagerank,total_hub_trips,total_sla_breach_trips,breach_rate_%,risk_tier
IND206001AAA,1,1,0.00039916809739701573,0.0,0.0003764495474950193,19.0,19.0,100.0,Low Risk
IND400015AAB,4,6,0.0,1.0,0.00045203657233470134,24.0,18.0,75.0,Low Risk
IND480334AAA,2,2,0.00040294809831933594,0.0,0.0006764771745730924,18.0,18.0,100.0,Low Risk
IND460001AAA,2,2,0.0008051401964542079,0.0,0.0006531342975251642,18.0,18.0,100.0,Low Risk
IND380054AAA,2,2,0.0,0.0,0.00042564396397790435,20.0,18.0,90.0,Low Risk
IND285001AAD,1,1,0.001598184389956991,0.0,0.000562064564157924,18.0,18.0,100.0,High Risk
IND444005AAB,5,3,0.004387447070537085,0.1,0.0013028547622751581,19.0,18.0,94.7,High Risk
IND209111AAA,1,1,0.001600074390418151,0.0,0.0005185074697940416,18.0,18.0,100.0,High Risk
IND503187AAA,1,1,0.001600074390418151,0.0,0.0005236905853849991,18.0,18.0,100.0,High Risk
IND788026AAC,4,8,0.004791151169040885,0.06666666666666667,0.0013797369047085734,26.0,18.0,69.2,High Risk
IND413501AAA,2,2,0.00044989626362084225,0.6666666666666666,0.00041702873249493684,19.0,18.0,94.7,Low Risk
IND523002AAA,7,8,0.0065933872087864795,0.1388888888888889,0.0019675442360836456,31.0,18.0,58.1,High Risk
IND461111AAA,1,2,0.0012065762944046157,0.0,0.0006257933187051341,18.0,18.0,100.0,High Risk
IND852139AAB,3,2,0.0003984120972125517,0.6666666666666666,0.0005566227248361568,18.0,18.0,100.0,Low Risk
IND712124AAA,3,4,0.0,1.0,0.0009883348919961707,21.0,18.0,85.7,Low Risk
IND136027AAA,1,1,0.00040257009822710396,0.0,0.00042850756394255504,18.0,18.0,100.0,Low Risk
IND144001AAC,0,5,0.0,1.0,0.00012114567835132603,21.0,18.0,85.7,Low Risk
IND244221AAA,1,1,0.007468903822412532,0.0,0.00030345725073543283,18.0,18.0,100.0,High Risk
IND560067AAC,1,2,0.0,0.0,0.00018966867655843673,18.0,18.0,100.0,Low Risk
IND560300AAB,3,4,5.3550013066203185e-06,0.3,0.0008193876235197365,20.0,18.0,90.0,Low Risk
IND695101AAB,3,3,0.00041617810154745676,0.3333333333333333,0.0005049718298500832,20.0,18.0,90.0,Low Risk
IND282001AAF,0,2,0.0,0.0,0.00012114567835132603,18.0,18.0,100.0,Low Risk
IND585330AAE,1,1,0.003972402969266324,0.0,0.00045516046115235033,18.0,18.0,100.0,High Risk
IND502110AAA,1,1,0.001596294389495831,0.0,0.0006025967090673663,17.0,17.0,100.0,High Risk
IND312001AAA,2,2,0.0023972765849354866,0.16666666666666666,0.0008012505863172136,17.0,17.0,100.0,High Risk
IND121002AAB,4,4,0.0,0.0,0.00062528877663911,22.0,17.0,77.3,Low Risk
IND206122AAA,1,1,0.00040105809785817586,0.0,0.0003001718529970465,17.0,17.0,100.0,Low Risk
IND402109AAA,2,2,3.780000922320225e-07,1.0,0.000802792977903005,18.0,17.0,94.4,Low Risk
IND700065AAA,6,5,0.0,1.0,0.0016219916031920277,23.0,17.0,73.9,Low Risk
IND503185AAA,1,1,0.0016019643908793113,0.0,0.00047199391705905893,17.0,17.0,100.0,High Risk
IND122001AAA,5,5,0.0016604050340158234,0.2,0.0007281353016525441,21.0,17.0,81.0,High Risk
IND503122AAA,1,1,0.001598184389956991,0.0,0.0005665078535050909,17.0,17.0,100.0,High Risk
IND845401AAA,2,1,0.0007998481951629596,0.6666666666666666,0.0005361908342902112,17.0,17.0,100.0,Low Risk
IND423701AAB,3,1,0.0019909264857860625,0.8333333333333334,0.0007837963019730722,17.0,17.0,100.0,High Risk
IND140001AAA,1,1,0.00040105809785817586,0.0,0.00022965493499320366,17.0,17.0,100.0,Low Risk
IND515134AAA,4,3,0.0023972765849354866,0.16666666666666666,0.000849873381330352,18.0,17.0,94.4,High Risk
IND532201AAA,3,2,0.0012001502928366714,0.6666666666666666,0.000864384137687125,18.0,17.0,94.4,High Risk
IND140118AAA,1,1,0.00039916809739701573,0.0,0.0003164062301505372,16.0,16.0,100.0,Low Risk
IND845305AAA,1,1,0.0007979581947017995,1.0,0.0005766805216024596,16.0,16.0,100.0,Low Risk
IND142026AAA,1,2,3.780000922320225e-07,0.6666666666666666,0.00017074565500660574,17.0,16.0,94.1,Low Risk
IND624001AAA,2,3,1.3986003412584832e-05,0.2,0.0006637854624032041,17.0,16.0,94.1,Low Risk
IND821115AAB,6,6,0.00823474760927843,0.1388888888888889,0.001513471490858509,23.0,16.0,69.6,High Risk
IND401104AAB,4,5,0.0,1.0,0.00046289545370411904,23.0,16.0,69.6,Low Risk
IND203390AAA,2,1,7.56000184464045e-06,0.3333333333333333,0.0004693704150194754,16.0,16.0,100.0,Low Risk
IND500008AAF,0,2,0.0,0.0,0.00012114567835132603,16.0,16.0,100.0,Low Risk
IND521301AAA,2,2,0.0,1.0,0.0004426730680189645,16.0,16.0,100.0,Low Risk
IND413401AAA,1,1,0.0,1.0,0.0002604193750013157,16.0,16.0,100.0,Low Risk
IND506132AAA,1,1,0.0012020402932978315,0.0,0.0002781340944204849,16.0,16.0,100.0,High Risk
IND515201AAA,1,2,0.0008017381956241196,0.0,0.0003803815175044791,16.0,16.0,100.0,Low Risk
IND846004AAA,2,3,0.0008017381956241196,0.6666666666666666,0.0004658770737788414,17.0,16.0,94.1,Low Risk
IND854335AAA,3,3,0.0003330432812625606,0.6666666666666666,0.00025375288159852226,17.0,16.0,94.1,Low Risk
IND591123AAC,3,3,0.0012020402932978315,0.0,0.0005657806535399533,17.0,16.0,94.1,High Risk
IND262802AAA,2,2,1.1340002766960673e-06,0.0,0.00038609768254056114,17.0,16.0,94.1,Low Risk
IND712103AAA,3,3,0.0,1.0,0.0006901931496606303,17.0,16.0,94.1,Low Risk
IND201304AAA,2,2,0.0,0.0,0.0014850510919938698,16.0,16.0,100.0,Low Risk
IND731301AAA,3,2,0.0011963702919143514,0.3333333333333333,0.0005260790830639721,17.0,16.0,94.1,High Risk
IND852113AAA,3,3,0.0002003400488829719,0.6666666666666666,0.0006096081766505455,17.0,16.0,94.1,Low Risk
IND500039AAC,7,7,0.004788127168303029,0.047619047619047616,0.0013880032313640794,30.0,15.0,50.0,High Risk
IND402107AAA,1,2,3.780000922320225e-07,1.0,0.000802792977903005,16.0,15.0,93.8,Low Risk
IND812002AAA,2,2,3.780000922320225e-07,0.0,0.000224126329183162,16.0,15.0,93.8,Low Risk
IND637211AAA,1,1,7.56000184464045e-07,0.0,0.00024748662680706415,15.0,15.0,100.0,Low Risk
IND852111AAA,3,5,1.5372003750768914e-06,0.5,0.0003787716933796784,18.0,15.0,83.3,Low Risk
IND695121AAA,1,2,0.0004048380987804961,0.6666666666666666,0.0003767108922912467,16.0,15.0,93.8,Low Risk
IND382715AAA,1,1,0.0,1.0,0.00039457211477571133,15.0,15.0,100.0,Low Risk
IND532421AAA,2,2,0.0,1.0,0.0006280817113346148,16.0,15.0,93.8,Low Risk
IND244713AAA,3,2,1.8900004611601124e-07,1.0,0.001472537640704802,16.0,15.0,93.8,Low Risk
IND524101AAB,1,1,3.4020008300882024e-06,0.0,0.0007407329819986188,15.0,15.0,100.0,Low Risk
IND591102AAA,2,2,0.0004006800977659438,0.0,0.00022412632918316207,15.0,15.0,100.0,Low Risk
IND605601AAA,3,3,0.0047862371678418685,0.0,0.0010373780742938985,19.0,15.0,78.9,High Risk
IND577598AAB,2,2,0.0,1.0,0.0003800494676794545,17.0,15.0,88.2,Low Risk
IND141109AAA,1,1,0.0,1.0,0.00017095899437687877,15.0,15.0,100.0,Low Risk
IND261001AAA,2,2,1.1340002766960673e-06,0.0,0.00022412632918316207,16.0,15.0,93.8,Low Risk
IND585222AAA,2,2,3.780000922320225e-07,0.0,0.00047541345115091496,19.0,15.0,78.9,Low Risk
IND262701AAA,2,2,1.51200036892809e-06,0.0,0.00031167483198985826,16.0,15.0,93.8,Low Risk
IND274301AAB,3,1,0.0012118682956958641,0.3333333333333333,0.0008079881830783609,15.0,15.0,100.0,High Risk
IND832109AAB,2,1,0.0,0.0,0.00031358160096567263,15.0,15.0,100.0,Low Risk
IND852201AAA,5,4,0.00039916809739701573,0.6666666666666666,0.0008639410182156957,17.0,15.0,88.2,Low Risk
IND282002AAD,8,7,0.004623800034007293,0.25,0.0012814149623681529,25.0,15.0,60.0,High Risk
IND843105AAB,1,1,0.0,1.0,0.0003460624777717189,15.0,15.0,100.0,Low Risk
IND848210AAA,1,2,0.0012005282929289033,0.6666666666666666,0.0003720944839405386,18.0,15.0,83.3,High Risk
IND847212AAA,2,2,0.00040105809785817586,1.0,0.00043386501895237517,16.0,14.0,87.5,Low Risk
IND847226AAA,2,2,0.00039916809739701573,1.0,0.0004897157532220551,16.0,14.0,87.5,Low Risk
IND847103AAA,2,2,0.0,1.0,0.0002978779030400631,14.0,14.0,100.0,Low Risk
IND587103AAB,3,4,0.0012001502928366714,0.3333333333333333,0.0006020136536577481,16.0,14.0,87.5,High Risk
IND177033AAA,1,1,0.0007998481951629596,0.0,0.00031167483198985826,14.0,14.0,100.0,Low Risk
IND585307AAB,2,2,0.00039973509753536376,0.0,0.0006018714068969508,18.0,14.0,77.8,Low Risk
IND585211AAA,2,2,0.00039973509753536376,0.0,0.0006701096539128486,17.0,14.0,82.4,Low Risk
IND573142AAA,4,2,0.0019920604860627585,0.3333333333333333,0.0006665284918188773,17.0,14.0,82.4,High Risk
IND571432AAB,2,2,0.0012020402932978315,0.0,0.00029173881545063566,17.0,14.0,82.4,High Risk
IND581115AAC,3,3,0.0,1.0,0.0010504759516434111,18.0,14.0,77.8,Low Risk
IND582101AAB,4,3,0.0011963702919143512,0.3333333333333333,0.000699553574727415,15.0,14.0,93.3,High Risk
IND581325AAA,3,2,0.0007979581947017995,0.3333333333333333,0.00063499442309188,14.0,14.0,100.0,Low Risk
IND261201AAB,0,2,0.0,0.0,0.00012114567835132603,15.0,14.0,93.3,Low Risk
IND302020AAA,1,2,0.0,0.0,0.00022546375380916826,15.0,14.0,93.3,Low Risk
IND721134AAB,1,2,0.001212624295880328,0.3333333333333333,0.00040140265346232497,15.0,14.0,93.3,High Risk
IND700136AAG,0,2,0.0,0.0,0.00012114567835132603,17.0,14.0,82.4,Low Risk
IND532127AAA,2,2,0.0016019643908793113,0.0,0.00044655315134841837,16.0,14.0,87.5,High Risk
IND535558AAA,1,2,0.001598184389956991,0.0,0.0005466817358822333,16.0,14.0,87.5,High Risk
IND263401AAA,3,2,0.0007975801946095674,1.0,0.001515037892615792,15.0,14.0,93.3,Low Risk
IND614616AAA,1,1,2.2680005533921347e-06,0.0,0.00031167483198985826,14.0,14.0,100.0,Low Risk
IND614804AAA,1,1,1.51200036892809e-06,0.0,0.00022412632918316207,14.0,14.0,100.0,Low Risk
IND614602AAA,0,1,0.0,0.0,0.00012114567835132603,14.0,14.0,100.0,Low Risk
IND614715AAA,2,2,0.00040105809785817586,1.0,0.0008130335123241274,16.0,14.0,87.5,Low Risk
IND614809AAA,2,2,0.00039916809739701573,1.0,0.0008133243108212078,16.0,14.0,87.5,Low Risk
IND385535AAA,1,1,0.00039916809739701573,1.0,0.0007698731013996758,14.0,14.0,100.0,Low Risk
IND517644AAA,1,1,3.4020008300882024e-06,0.0,0.0007333331956537196,14.0,14.0,100.0,Low Risk
IND713148AAA,1,2,0.0012020402932978315,0.0,0.00029373724657956354,15.0,14.0,93.3,High Risk
IND370110AAA,1,2,0.0,1.0,0.00031308336984128154,15.0,14.0,93.3,Low Risk
IND362720AAA,1,1,1.7010004150441013e-05,0.0,0.0012439913319741136,14.0,14.0,100.0,Low Risk
IND732103AAB,2,3,1.6254003965976968e-05,0.1,0.001486837514183002,15.0,14.0,93.3,Low Risk
IND506314AAA,1,1,0.0011963702919143512,0.0,0.00048262658310906667,14.0,14.0,100.0,High Risk
IND584101AAA,2,2,0.0,1.0,0.00030325915960782994,15.0,14.0,93.3,Low Risk
IND401602AAA,2,2,0.0,0.0,0.000802792977903005,15.0,14.0,93.3,Low Risk
IND401501AAA,2,2,0.0,0.0,0.000802792977903005,15.0,14.0,93.3,Low Risk
IND507111AAA,0,1,0.0,0.0,0.00012114567835132603,14.0,14.0,100.0,Low Risk
IND400102AAB,3,4,0.0,0.0,0.00037170296704219417,18.0,14.0,77.8,Low Risk
IND813102AAA,0,2,0.0,0.0,0.00012114567835132603,15.0,14.0,93.3,Low Risk
IND462042AAA,1,2,0.0,0.0,0.0003862214175629661,14.0,14.0,100.0,Low Risk
IND843301AAA,3,2,0.00039916809739701573,0.6666666666666666,0.000636706083762199,17.0,14.0,82.4,Low Risk
IND421601AAB,1,1,0.00039916809739701573,1.0,0.0002984910302811027,14.0,14.0,100.0,Low Risk
IND203131AAA,1,1,3.02400073785618e-06,0.0,0.00022412632918316207,14.0,14.0,100.0,Low Risk
IND636016AAA,1,1,7.56000184464045e-07,0.0,0.0001486236885492438,14.0,14.0,100.0,Low Risk
IND152026AAA,6,5,0.0036080108803546547,0.14285714285714285,0.0014698060842982333,27.0,14.0,51.9,High Risk
IND143001AAA,4,1,0.0,1.0,0.0009408372405557871,14.0,14.0,100.0,Low Risk
IND851127AAA,1,2,0.0004014360979504079,0.3333333333333333,0.00021950429147935793,16.0,14.0,87.5,Low Risk
IND457226AAA,2,2,0.0,1.0,0.0001901110620254061,13.0,13.0,100.0,Low Risk
IND431514AAA,1,1,0.002787750680211166,0.0,0.00046662031901394374,13.0,13.0,100.0,High Risk
IND431708AAA,1,1,0.0027896406806723257,0.0,0.00040651786423633274,13.0,13.0,100.0,High Risk
IND212601AAA,1,1,0.0008017381956241196,0.0,0.00037369805132554505,13.0,13.0,100.0,Low Risk
IND425508AAB,3,2,3.780000922320225e-06,0.6666666666666666,0.0009880679466119954,13.0,13.0,100.0,Low Risk
IND210501AAB,0,1,0.0,0.0,0.00012114567835132603,13.0,13.0,100.0,Low Risk
IND509001AAA,2,2,0.0008017381956241196,0.0,0.0003854452204489902,14.0,13.0,92.9,Low Risk
IND444602AAA,0,2,0.0,0.0,0.00012114567835132603,14.0,13.0,92.9,Low Risk
IND509203AAA,2,2,0.0007998481951629596,0.0,0.0004488402813438888,14.0,13.0,92.9,Low Risk
IND524132AAA,1,1,3.4020008300882024e-06,0.0,0.0007434057749408523,13.0,13.0,100.0,Low Risk
IND388320AAA,4,5,0.0032157727846485575,0.2,0.0014746832230317425,16.0,13.0,81.2,High Risk
IND380006AAA,0,2,0.0,0.0,0.00012114567835132603,14.0,13.0,92.9,Low Risk
IND517583AAA,1,1,3.4020008300882024e-06,0.0,0.0006640812140584263,13.0,13.0,100.0,Low Risk
IND245101AAA,2,2,0.0,1.0,0.0006000719481433802,15.0,13.0,86.7,Low Risk
IND385001AAA,2,1,0.00040105809785817586,0.6666666666666666,0.0007625814469190202,13.0,13.0,100.0,Low Risk
IND509301AAA,2,3,0.0007979581947017995,0.3333333333333333,0.0005028187136397301,14.0,13.0,92.9,Low Risk
IND516115AAA,1,1,3.4020008300882024e-06,0.0,0.0006921969921786233,13.0,13.0,100.0,Low Risk
IND362265AAA,4,1,1.7010004150441013e-05,0.3333333333333333,0.0013225716164194045,13.0,13.0,100.0,Low Risk
IND516101AAA,1,1,3.4020008300882024e-06,0.0,0.0006846637561899823,13.0,13.0,100.0,Low Risk
IND126112AAA,0,1,0.0,0.0,0.00012114567835132603,13.0,13.0,100.0,Low Risk
IND507303AAA,1,1,0.0007983361947940315,1.0,0.0004061133420159639,13.0,13.0,100.0,Low Risk
IND673104AAA,4,2,0.000807030196915368,0.3333333333333333,0.0006833056962485924,16.0,13.0,81.2,Low Risk
IND144001AAA,1,1,0.0,1.0,0.0004818737876276023,13.0,13.0,100.0,Low Risk
IND134102AAA,2,1,3.150000768600187e-07,0.0,0.00035005560863073733,13.0,13.0,100.0,Low Risk
IND421502AAA,0,1,0.0,0.0,0.00012114567835132603,13.0,13.0,100.0,Low Risk
IND571104AAA,2,3,0.0011982602923755112,0.3333333333333333,0.0004348951466207429,17.0,13.0,76.5,High Risk
IND582209AAA,2,2,0.0,1.0,0.00036269672913221286,13.0,13.0,100.0,Low Risk
IND847404AAB,3,2,0.0007979581947017995,0.6666666666666666,0.0005932639714402592,13.0,13.0,100.0,Low Risk
IND581110AAE,4,4,0.0007998481951629596,0.6666666666666666,0.001349778529089077,18.0,13.0,72.2,Low Risk
IND673506AAA,2,2,0.0012077102946813118,0.0,0.0007022432740378167,16.0,13.0,81.2,High Risk
IND563131AAB,3,3,0.0013970883408895552,0.5,0.0010091300284767347,20.0,13.0,65.0,High Risk
IND68004AAA,3,3,0.0008017381956241196,0.3333333333333333,0.0006117140526311389,16.0,13.0,81.2,Low Risk
IND563131AAA,1,1,0.0,1.0,0.00017156938951287876,13.0,13.0,100.0,Low Risk
IND401209AAA,1,2,0.0,0.0,0.00017998674810685718,17.0,13.0,76.5,Low Risk
IND473226AAA,1,3,0.0008002261952551918,0.3333333333333333,0.0003785881367524825,16.0,13.0,81.2,Low Risk
IND691001AAB,6,7,0.006030991471561918,0.0,0.001507270799806222,24.0,13.0,54.2,High Risk
IND522647AAA,3,3,0.0011982602923755112,0.0,0.0007722179173300443,17.0,13.0,76.5,High Risk
IND515301AAA,1,1,0.00040105809785817586,0.0,0.00031996570346234015,13.0,13.0,100.0,Low Risk
IND534001AAA,2,3,0.0003986010972586677,0.6666666666666666,0.0002976714995329451,14.0,13.0,92.9,Low Risk
IND600016AAB,0,2,0.0,0.0,0.00012114567835132603,16.0,13.0,81.2,Low Risk
IND563101AAB,2,3,0.0009998102439536995,0.5,0.0003496032461292779,15.0,13.0,86.7,High Risk
IND826004AAA,11,9,0.010121112069551326,0.0641025641025641,0.0024449706565589585,32.0,13.0,40.6,High Risk
IND507117AAB,2,1,0.0008002261952551916,0.3333333333333333,0.00033517760788206893,13.0,13.0,100.0,Low Risk
IND400072AAC,0,1,0.0,0.0,0.00012114567835132603,13.0,13.0,100.0,Low Risk
IND521333AAA,4,2,0.0003986010972586677,0.6666666666666666,0.0004988586404284709,13.0,13.0,100.0,Low Risk
IND628801AAA,1,1,5.6700013834803375e-06,0.0,0.00041640787397443594,12.0,12.0,100.0,Low Risk
IND431001AAB,0,2,0.0,0.0,0.00012114567835132603,14.0,12.0,85.7,Low Risk
IND209206AAB,1,1,0.0004018140980426399,0.0,0.00020655795303093591,12.0,12.0,100.0,Low Risk
IND721306AAA,6,5,0.004790395168856421,0.09523809523809523,0.0011594703199869938,17.0,12.0,70.6,High Risk
IND713364AAB,1,1,0.00039916809739701584,0.0,0.0003264788534482193,12.0,12.0,100.0,Low Risk
IND518501AAA,2,2,0.00040105809785817586,1.0,0.0003447914294888412,15.0,12.0,80.0,Low Risk
IND524003AAA,1,1,0.0,1.0,0.00018748205270953085,12.0,12.0,100.0,Low Risk
IND247667AAA,1,1,0.0,1.0,0.00027450650591922024,12.0,12.0,100.0,Low Risk
IND335513AAA,4,4,0.004787749168210797,0.06666666666666667,0.0010379155679230332,15.0,12.0,80.0,High Risk
IND600008AAC,5,3,0.0012012842931133675,0.0,0.0008645805692571915,15.0,12.0,80.0,High Risk
IND621010AAA,1,1,2.2680005533921347e-06,0.0,0.00022412632918316207,12.0,12.0,100.0,Low Risk
IND413709AAA,4,3,0.0005328541300163953,0.6,0.0006433401040307684,16.0,12.0,75.0,Low Risk
IND360510AAB,1,1,7.938001936872472e-06,0.0,0.00036517644227482705,12.0,12.0,100.0,Low Risk
IND515761AAA,2,2,0.0011963702919143512,0.0,0.0008542113964672197,15.0,12.0,80.0,High Risk
IND360530AAB,1,1,7.938001936872472e-06,0.0,0.00043130048966898447,12.0,12.0,100.0,Low Risk
IND622407AAA,1,1,1.51200036892809e-06,0.0,0.0004493730323887552,12.0,12.0,100.0,Low Risk
IND203396AAB,1,1,0.0,1.0,0.0002526558882388083,12.0,12.0,100.0,Low Risk
IND389001AAA,2,2,0.0008036281960852798,0.0,0.00035922861735582923,16.0,12.0,75.0,Low Risk
IND742226AAA,2,4,0.0015996963903259194,0.0,0.0004540260166642537,17.0,12.0,70.6,High Risk
IND384355AAB,1,2,0.0,1.0,0.00042137862815065115,13.0,12.0,92.3,Low Risk
IND802119AAA,1,1,0.0,1.0,0.00027426528551813495,12.0,12.0,100.0,Low Risk
IND723130AAA,5,3,0.0039909249737856934,0.2,0.001290277279290134,19.0,12.0,63.2,High Risk
IND244901AAB,10,8,0.013880856386928958,0.08333333333333333,0.004089963349599329,55.0,12.0,21.8,High Risk
IND627401AAA,1,1,2.6460006456241573e-06,1.0,0.00046496775803606024,12.0,12.0,100.0,Low Risk
IND630002AAA,1,1,2.2680005533921347e-06,0.0,0.00038609768254056114,12.0,12.0,100.0,Low Risk
IND388620AAB,1,1,0.00039916809739701573,1.0,0.0005236589379318105,12.0,12.0,100.0,Low Risk
IND382721AAA,2,1,0.0,1.0,0.00027581879139044834,12.0,12.0,100.0,Low Risk
IND465683AAA,1,1,0.001600074390418151,0.0,0.0003951701798293063,12.0,12.0,100.0,High Risk
IND341303AAA,2,1,0.005150251256661307,0.3333333333333333,0.0007647749359326182,12.0,12.0,100.0,High Risk
IND322241AAA,1,1,2.608200636400955e-05,0.0,0.00043144073053042543,12.0,12.0,100.0,Low Risk
IND638701AAA,1,1,1.7010004150441013e-05,0.0,0.0006410450310941878,12.0,12.0,100.0,Low Risk
IND248197AAA,0,2,0.0,0.0,0.00012114567835132603,14.0,12.0,85.7,Low Risk
IND249201AAA,2,4,0.0016027203910637753,0.0,0.0004016228184416586,18.0,12.0,66.7,High Risk
IND246149AAA,2,1,0.0,0.0,0.0005946426219432898,12.0,12.0,100.0,Low Risk
IND561202AAB,1,1,0.00039916809739701573,0.0,0.00039318436855094614,12.0,12.0,100.0,Low Risk
IND742102AAB,9,8,0.005602150366924683,0.027777777777777776,0.0017799235308154629,30.0,12.0,40.0,High Risk
IND742101AAC,8,7,0.009063119211401063,0.03636363636363636,0.001576229098990658,21.0,12.0,57.1,High Risk
IND431603AAA,4,3,0.003994704974708014,0.2,0.0012895491954269945,17.0,12.0,70.6,High Risk
IND583231AAA,2,2,0.0,1.0,0.00045220097013442574,14.0,12.0,85.7,Low Risk
IND402301AAA,2,1,3.780000922320225e-07,1.0,0.000802792977903005,12.0,12.0,100.0,Low Risk
IND583227AAA,2,3,0.00040105809785817586,1.0,0.0006708903844181287,15.0,12.0,80.0,Low Risk
IND333042AAA,1,1,0.0,1.0,0.00030397517378567325,12.0,12.0,100.0,Low Risk
IND562114AAA,2,3,0.0003999240975814798,0.0,0.00028238061773113815,13.0,12.0,92.3,Low Risk
IND244001AAA,2,2,0.003578904873252789,1.0,0.00043375554593079105,12.0,12.0,100.0,High Risk
IND395009AAA,1,2,0.0,0.0,0.0004583425864126825,13.0,12.0,92.3,Low Risk
IND742148AAA,2,2,0.0,1.0,0.00018114204402467022,14.0,12.0,85.7,Low Risk
IND742223AAA,2,2,0.0012009062930211358,0.0,0.00039157635037675623,15.0,12.0,80.0,High Risk
IND134203AAA,1,1,0.00040105809785817586,1.0,0.00036444688507675845,12.0,12.0,100.0,Low Risk
IND140501AAA,1,1,0.00039916809739701573,1.0,0.00043106667039569574,12.0,12.0,100.0,Low Risk
IND273304AAA,2,1,0.0008085421972842961,0.0,0.0009359627331902385,12.0,12.0,100.0,Low Risk
IND466001AAA,1,1,0.00040105809785817586,1.0,0.00040075214745330514,12.0,12.0,100.0,Low Risk
IND571426AAA,2,2,0.0012001502928366714,0.0,0.00036911309606815323,15.0,12.0,80.0,High Risk
IND151506AAA,1,1,0.0007979581947017995,0.0,0.0005354625722717261,12.0,12.0,100.0,Low Risk
IND473331AAA,1,1,0.0004003020976737119,1.0,0.0003028271099569391,12.0,12.0,100.0,Low Risk
IND313324AAA,1,1,0.0019897924855093664,1.0,0.0007725175966976561,12.0,12.0,100.0,High Risk
IND561203AAB,1,1,0.0,1.0,0.0005434376549361127,12.0,12.0,100.0,Low Risk
IND581119AAB,2,2,0.0,1.0,0.00042949273033527686,13.0,12.0,92.3,Low Risk
IND581303AAA,2,3,0.0002003400488829719,0.6666666666666666,0.00037222126367363544,14.0,12.0,85.7,Low Risk
IND274304AAB,2,2,0.0004048380987804961,0.3333333333333333,0.0006041933140373824,13.0,12.0,92.3,Low Risk
IND441904AAB,0,1,0.0,0.0,0.00012114567835132603,12.0,12.0,100.0,Low Risk
IND621212AAA,3,1,4.158001014552247e-06,0.3333333333333333,0.0006706512939339144,12.0,12.0,100.0,Low Risk
IND628204AAA,1,1,6.04800147571236e-06,0.0,0.0004759428104901164,12.0,12.0,100.0,Low Risk
IND621704AAA,1,1,4.536001106784269e-06,1.0,0.0006907736729260208,12.0,12.0,100.0,Low Risk
IND844505AAB,1,1,0.0007979581947017995,1.0,0.000732454376841024,12.0,12.0,100.0,Low Risk
IND845455AAB,2,4,0.00039916809739701573,1.0,0.0008441006249478038,16.0,12.0,75.0,Low Risk
IND845438AAA,4,2,0.00040105809785817586,1.0,0.0008511614218319149,14.0,12.0,85.7,Low Risk
IND848101AAA,2,1,0.0007998481951629596,0.6666666666666666,0.0007196161436997833,12.0,12.0,100.0,Low Risk
IND821109AAA,1,1,0.0008017381956241196,0.0,0.0003455158030519152,11.0,11.0,100.0,Low Risk
IND845412AAB,1,1,0.0,1.0,0.00029831799093823396,11.0,11.0,100.0,Low Risk
IND201007AAA,12,5,0.003743234113349153,0.17857142857142858,0.0019986532332870025,21.0,11.0,52.4,High Risk
IND301001AAB,5,3,0.003193722779268358,0.3,0.0011389168553780813,15.0,11.0,73.3,High Risk
IND628613AAA,1,1,6.804001660176405e-06,0.0,0.000568485631746389,11.0,11.0,100.0,Low Risk
IND000000ACN,1,2,3.780000922320225e-07,0.0,0.00022412632918316207,11.0,11.0,100.0,Low Risk
IND425405AAA,2,2,0.00020260804943636406,0.6666666666666666,0.00026377973254331497,12.0,11.0,91.7,Low Risk
IND642126AAA,3,2,0.0,1.0,0.000671584798320527,11.0,11.0,100.0,Low Risk
IND626138AAA,2,2,4.536001106784269e-06,0.0,0.0016055410643428534,12.0,11.0,91.7,Low Risk
IND621211AAA,0,1,0.0,0.0,0.00012114567835132603,11.0,11.0,100.0,Low Risk
IND441912AAA,1,1,3.780000922320225e-07,0.0,0.00022412632918316207,11.0,11.0,100.0,Low Risk
IND212402AAA,1,1,0.0007979581947017995,0.0,0.0006011235088127522,11.0,11.0,100.0,Low Risk
IND421401AAC,1,1,0.00040105809785817586,1.0,0.00020858836744316813,11.0,11.0,100.0,Low Risk
IND742121AAA,2,3,1.1340002766960673e-06,0.6666666666666666,0.0006468615126192883,15.0,11.0,73.3,Low Risk
IND691506AAA,2,2,1.4742003597048876e-05,0.0,0.0005102386031664613,14.0,11.0,78.6,Low Risk
IND563125AAB,3,2,0.0011938502912994709,0.5,0.00045875838995130825,13.0,11.0,84.6,High Risk
IND695572AAB,2,2,1.1340002766960673e-06,0.6666666666666666,0.00039500407652049997,12.0,11.0,91.7,Low Risk
IND563116AAA,2,1,3.150000768600187e-07,1.0,0.0006345332798459092,11.0,11.0,100.0,Low Risk
IND281121AAB,0,2,0.0,0.0,0.00012114567835132603,11.0,11.0,100.0,Low Risk
IND508223AAA,2,1,0.0007979581947017995,0.6666666666666666,0.0004044668963325924,11.0,11.0,100.0,Low Risk
IND686507AAA,1,3,0.0,1.0,0.00025039353660983227,13.0,11.0,84.6,Low Risk
IND785690AAB,1,1,0.0,0.0,0.0006981389718038457,11.0,11.0,100.0,Low Risk
IND508213AAB,1,1,0.0,1.0,0.00025949238918834816,11.0,11.0,100.0,Low Risk
IND691551AAA,3,2,0.0012088442949580078,0.3333333333333333,0.0006602883431884638,14.0,11.0,78.6,High Risk
